userId,movieId,title,type_r,rank
1005,26700,Nocturna,cf,5.0
1005,408,Snow White and the Seven Dwarfs,cf,5.0
1005,2791,The Chronicles of Riddick: Dark Fury,cf,5.0
1005,59387,The Powerpuff Girls Movie,cf,5.0
1005,5833,Casper's Haunted Christmas,cf,5.0
1005,2011,Persepolis,cf,5.0
1005,116977,Foodfight!,cf,5.0
1005,8920,Garfield,cf,5.0
1005,8916,Antz,cf,5.0
1005,9389,Renaissance,cb,0.1548521757780379
1005,16234,Batman Beyond: Return of the Joker,cb,0.1078161172452197
1005,238302,Saving Santa,cb,0.10403558903590657
1005,36868,The Jetsons Meet the Flintstones,cb,0.10286870003976636
1005,382322,Batman: The Killing Joke,cb,0.09681704593123408
1005,123025,"Batman: The Dark Knight Returns, Part 1",cb,0.09540067357296665
1005,76420,DC Showcase: Catwoman,cb,0.09299432925296254
1005,30061,Justice League: Crisis on Two Earths,cb,0.08907547565948579
1005,327418,Batman Unlimited: Animal Instincts,cb,0.08430861408068646
1005,14919,Batman: Mask of the Phantasm,cb,0.0825693735907672
1006,1024,Heavenly Creatures,cf,5.0
1006,81847,The Dawn Patrol,cf,5.0
1006,1940,Porgy and Bess,cf,5.0
1006,2021,Jack & Sarah,cf,5.0
1006,67429,The Model Couple,cf,5.0
1006,165,Back to the Future Part II,cf,5.0
1006,38304,Far Away,cf,5.0
1006,1947,An Unfinished Life,cf,5.0
1006,44694,Big Time,cf,5.0
1006,991,The Man Who Fell to Earth,cf,5.0
1006,61528,Born Equal,cb,0.166361327597233
1006,80545,Wedding Belles,cb,0.15209474367354042
1006,17775,Toronto Stories,cb,0.14090617113076037
1006,61542,Funkytown,cb,0.14057896240799278
1006,1937,Bonjour Tristesse,cb,0.13632743917466011
1006,43937,Like Dandelion Dust,cb,0.13542100617991693
1006,177043,Flap,cb,0.13232725380366198
1006,17600,Spanking the Monkey,cb,0.12824751400997106
1006,75804,The Toll of the Sea,cb,0.12684727510349578
1006,18866,Knots,cb,0.12282717929185885
1007,2043,Along Came a Spider,cf,5.0
1007,63898,Antidur,cf,5.0
1007,2370,Topaz,cf,5.0
1007,105763,A Chef in Love,cf,5.0
1007,2269,Day Watch,cf,5.0
1007,13255,Conspiracy,cf,5.0
1007,5072,Severance,cf,5.0
1007,1414,Lovers of the Arctic Circle,cf,4.5
1007,4885,Ten Little Indians,cf,4.5
1007,26302,The Color of Pomegranates,cf,4.5
1007,41182,The Boxer,cb,0.1169906833256913
1007,51876,Limitless,cb,0.10671465444959535
1007,64900,I Can't Sleep,cb,0.10132337136494657
1007,23941,Dancing at the Blue Iguana,cb,0.09530049998221987
1007,65545,Vanished Empire,cb,0.09133858034212172
1007,44839,Юленька,cb,0.08240347755205363
1007,397552,Paranormal Drive,cb,0.08174125520585132
1007,60068,S.S.D.,cb,0.07809869606809675
1007,246417,"Daddy, Father Frost Is Dead",cb,0.07685950459202726
1007,26302,The Color of Pomegranates,cb,0.07628166437631452
1008,435,The Day After Tomorrow,cf,5.0
1008,58,Pirates of the Caribbean: Dead Man's Chest,cf,5.0
1008,3989,Team America: World Police,cf,5.0
1008,409,The English Patient,cf,5.0
1008,6415,Three Kings,cf,5.0
1008,3716,In July,cf,4.5
1008,1495,Kingdom of Heaven,cf,4.5
1008,2899,Asterix & Obelix: Mission Cleopatra,cf,4.5
1008,1979,Fantastic 4: Rise of the Silver Surfer,cf,4.5
1008,2016,Days of Glory,cf,4.5
1008,68850,Bitter Victory,cb,0.09449028662144043
1008,48138,Unknown,cb,0.07905349432238701
1008,57419,"Montevideo, God Bless You!",cb,0.07681353405373958
1008,84170,Five Broken Cameras,cb,0.07386735425862842
1008,17819,Her Alibi,cb,0.06716576215394574
1008,10821,120,cb,0.06607620639047448
1008,4176,Murder on the Orient Express,cb,0.05449552514368196
1008,138574,Beyond the Hill,cb,0.053499921178171934
1008,86256,Tarkan and the Blood of the Vikings,cb,0.052668826722349085
1008,277687,The Midnight Swim,cb,0.048587238577262985
1009,435,The Day After Tomorrow,cf,5.0
1009,129,Spirited Away,cf,5.0
1009,1450,Blood: The Last Vampire,cf,5.0
1009,272,Batman Begins,cf,5.0
1009,36865,The Disappearance of Haruhi Suzumiya,cf,5.0
1009,15999,Vampire Hunter D: Bloodlust,cf,5.0
1009,327,Brother,cf,5.0
1009,43635,My Rainy Days,cf,5.0
1009,31104,Pigs and Battleships,cf,5.0
1009,58,Pirates of the Caribbean: Dead Man's Chest,cf,5.0
1009,16664,All About Lily Chou-Chou,cb,0.16233531763640296
1009,391004,His Girlfriend,cb,0.15711263941226472
1009,60604,Hanamizuki,cb,0.12294393138882682
1009,99647,Blue,cb,0.10811683567232741
1009,290217,My Old Classmate,cb,0.0890800162942264
1009,31501,Samurai X: Trust & Betrayal,cb,0.07997775780732676
1009,20342,Secret,cb,0.07879978546314996
1009,57005,Eternal Summer,cb,0.07639593807229628
1009,36091,Crying Out Love in the Center of the World,cb,0.07512168684689513
1009,36683,20th Century Boys - Chapter 1: Beginning of the End,cb,0.0749311554391534
1010,5422,Erotic Nights of the Living Dead,cf,5.0
1010,17,The Dark,cf,5.0
1010,38499,The Howling: New Moon Rising,cf,4.5
1010,48385,Indestructible Man,cf,4.5
1010,60086,Babysitter Wanted,cf,4.5
1010,1450,Blood: The Last Vampire,cf,4.5
1010,71668,Piranha 3DD,cf,4.5
1010,1975,The Grudge 2,cf,4.5
1010,1992,Planet Terror,cf,4.5
1010,3072,Frankenstein Unbound,cf,4.5
1010,219247,Zombie Night,cb,0.15557092825169264
1010,74008,Undocumented,cb,0.12555847967579628
1010,57529,Ghost Voyage,cb,0.12271797408580983
1010,16342,The Children,cb,0.11796795045751406
1010,72508,The New Kids,cb,0.1176532079901498
1010,301846,Howl,cb,0.11734046921879682
1010,114606,Cockneys vs Zombies,cb,0.1131503492569374
1010,18616,No Man's Land: The Rise of Reeker,cb,0.1116652500690278
1010,23515,Sick Girl,cb,0.10626459434261312
1010,108147,Rise of the Animals,cb,0.10326501653277456
